No,Name,Address,Class,District,Longitude,Latitude,Pop,Envi_Fact
1233,RSUD Banjarbaru,Jl. Palang Merah 2 Banjarbaru,C,Kota Banjar Baru,115.283757,-3.092640749,0.009991,0.899685
1234,RSUD Abdul Aziz/Marabahan,"Jl. Jend Sudirman No.10,Marabahan",C,Barito Kuala,113.9209978,-0.789274264,0,0.984445
1235,RSUD H Boejasin Pelaihari,Jl. Hadji Boejasin No.68 Kab. Tanah Laut,C,Tanah Laut,117.5965411,3.354679823,0,0.908203
1236,RSUD Amanah Husada,Jl. Batulicin - Serongga Km.3.5 kec.Simpang Empat Kab.Tanah Bumbu,D,Tanah Bumbu,115.6860348,-2.967727952,0,0.883542
1237,RS PTPN XIII D Salak,Danau Salak Martapura Kalsel,D,Banjar,114.5850828,-3.395971098,0.049953,0.082497
1238,RSUD Balangan,"Jl. Lingkar Timur Km.1,7 Paringin Kab.Balangan",D,Balangan,112.7463948,-2.321590832,0,0.846143
1239,RS Islam Yatofa,"Jl. Raya Bodak,Praya Lombok Tengah",,Lombok Tengah,116.2777085,-8.69462278,0.964897,0.363455
1240,RS Islam Siti Hajar,Jl. Catur Warga Mataram,,Mataram,116.112744,-8.585762746,4.630299,0.002322
1241,RS Sint Antonius Ampenan,Jl. Koperasi 61 Ampenan,,Mataram,116.0840899,-8.568617503,4.354451,0
1242,RS Risa Sentra Medika,"Jl. Pejanggik No.115 Cakranegara,Mataram",,Mataram,116.1134352,-8.583992483,4.630299,0.002322
1243,Rumkit Tk.IV Wira Bhakti Mataram,Jl. Cokroaminoto 7 Mataram,4,Mataram,116.1087621,-8.582159792,4.630299,0.253083
1244,RS Bhayangkara Mataram,"Jl. Langko No.64,Mataram",4,Mataram,116.0927628,-8.580563434,4.334748,0
1245,RSU Mataram,"Jl. Pejanggik No.6, Mataram",B,Mataram,116.1119994,-8.582409502,4.630299,0.002322
1246,RSUD Patut Patuh Patju,"Jl. H. Lalu Anggrat BA No. 2, Gerung",C,Lombok Barat,116.1121019,-8.691363177,0.600628,0.508884
1247,RSU Dr R Sudjono,Jl. Prof M Yamin SHNo.55 Selong,C,Lombok Timur,116.5505832,-8.583649132,0.659559,0.297252
1248,RSU Praya,Jl. Basuki Rahmat No. 11 Praya,C,Lombok Tengah,116.2723977,-8.710367866,1.651772,0.545636
1249,RSU Sumbawa Besar,Jl. Garuda No. 5 Sumbawa Besar,C,Sumbawa,117.4284955,-8.504040801,1.475727,0.379637
1250,RSU Dompu,"Jl. Kesehatan No. 1 Dompu, NTB",C,Dompu,118.4457992,-8.545434636,0.096494,0.355929
1251,RSU Raba,Jl. Langsat No. 1 Raba Kab Bima,C,Bima,118.7274048,-8.460569025,2.808934,0.368929
1252,RSUD Kota Mataram,Jl. Bung Karna Pagutan Mataram,D,Mataram,116.1068313,-8.58182536,4.728816,0.253083
1253,RS St Elizabeth Lela,"Lela Maumerem,Kab.Sikka",,Sikka,121.0793711,-8.657384827,0.017077,0.127046
1254,RS Karitas Weetabula,"Weetebula,Kab.Sumba Barat",,Sumba Barat,121.0793711,-8.657384827,0.017077,0.127046
1255,RSU Imanuel Sumba,"Jl. Nangka No.4,Waingapu-Sumba Timur",,Sumba Timur,120.2669006,-9.662805096,0.940483,0.321445
1256,RS Marianum Halilolik,"Jl. Paroki Roh Kudus, Kab.Belu",,Belu,124.8910017,-9.101069841,1.371894,0.236492
1257,RS Sito Husada,"Jl. KH.Dewantara No.15,Atambua Belu",,Belu,124.9000002,-9.333331038,0,0.013303
1258,RS St Antonius Jopu,"Jopu Wolowaru, Ende- Flores",,Ende,121.6541982,-8.854053479,1.817371,0.612473
1259,RS Bukit Lewoleba,"Lewoleba, Lembata NTT",-,Flores Timur,121.0793711,-8.657384827,0.017077,0.127046
1260,RSU St. Gabriel Kewapante Sikka,Kewapante Kabupaten Sikka,0,,122.1887954,-8.74020817,0.229118,0
1261,RS Tk.IV Wirasakti Kupang,"Jl. Dr.DR.Moch Hatta No.3,Kupang",4,Kupang,123.5948525,-10.18430142,2.939034,0
1262,RS Bhayangkara,Jl. Nangka No. 54 Kupang,4,Kupang,123.5948525,-10.18430142,2.939034,0
1263,RSU Prof Dr WZ Johanes,Jl. Dr Moch Hatta No. 19 Kupang,B,Kupang,123.5948525,-10.18430142,2.939034,0
1264,RSU Dr TC Hillers Maumere,Jl. Kesehatan Maumere,C,Sikka,122.207702,-8.620842494,2.035625,0.383892
1265,RSUD Naibonat,"Jl. Timor Raya KM.37 Oelamasi, Kupang",C,Kab Kupang,123.5948525,-10.18430142,2.939034,0
1266,RSUD Kota Kupang,Jl. Timor Raya Pasir Panjang,C,Kupang,123.5948525,-10.18430142,2.939034,0
1267,RSU Waikabubak,"Jl. Adhyaksa Km-IV,Sumba Barat",C,Sumba Barat,121.0793711,-8.657384827,0.017077,0.127046
1268,RSUD Belu,Jl. Dr Sutomo No. II Atambua,C,Belu,124.8910017,-9.101069841,1.371894,0.236492
1269,RSUD Ende,Jl. Prof Dr. WZ.Johanes Ende,C,Ende,121.6541982,-8.854053479,1.817371,0.612473
1270,RS ST Rafael Cancar,"Cancar Ruteng,Kab.Manggarai",D,Manggarai,121.0793711,-8.657384827,0.017077,0.127046
1271,RSU Soe,Jl. Boegenville No.7 Soe - Timor Tengah Selatan,D,Timor Tengah Selatan,124.4811791,-9.696449014,0.196987,0.202838
1272,RS Lendemoripa,Jl. El Tari No.2 Waikabubak,D,Sumba Barat,119.2459938,-9.409537075,0.419287,0.215337
1273,RS Kristen Lindimara,"Jl. Prof.DR WZ. Johannes No.6,Waingapu",D,Sumba Timur,120.2669006,-9.662805096,0.940483,0.321445
1274,RSUD Rote Ndao Ba&#39;a,"Jl. Busa langga, Kab Kupang",D,Kupang,123.5948525,-10.18430142,2.939034,0
1275,RSUD Waingapu,"Jl. Adam Malik No.54, Hambala Waingapu",D,Sumba Timur,120.2669006,-9.662805096,0.940483,0.321445
1276,RSUD Kefamenanu,Jl. Letjen Suprapto Kefamenanu,D,Timor Tengah Utara,124.4712978,-9.437954926,0.143362,0.014757
1277,RS Penyangga Perbatasan Betun,Jl. Sukabihanawa Desa Kamanasa Kec.Malaka Tengah,D,Belu,124.8910017,-9.101069841,1.371894,0.236492
1278,RSUD Alor,Jl. Dr Sutomo Kalabahi Kab Alor,D,Alor,124.7500005,-8.250001355,0.050439,0.169826
1279,RS Bergerak Kab.Alor,,D,Alor,124.7500005,-8.250001355,0.050439,0.169826
1280,RSU Larantuka,"Jl. Moh Hatta No.19,Kab.Flores Timur",D,Flores Timur,122.9791711,-8.346411579,0.996339,0
1281,RSUD Lewoleba,"Jl.Trans Lembata No.1,Lewoleba,Lembata",D,Flores Timur,123.4000255,-8.373692359,0.510709,0.647816
1282,RSU Bajawa,"Jl. Diponegoro No. 5, Bajawa",D,Ngada,120.9606029,-8.792326143,0.017077,0.025082
1283,RSU Ruteng,"Jl. Diponegoro No.16,Kab Manggarai",D,Manggarai,120.4664988,-8.61436342,2.078726,0.288408
1284,RS Malahayati,"Jl. Medan - Banda Aceh No.100 M, Meunasah Blang - Bireuen",,Bireuen,96.69695299,5.209451824,1.721682,0
1285,RS PTP IX Cot Girek,Lhok Sukon Kab. Aceh Utara,,Bireuen,97.25750213,5.066666949,0.375323,0.422824
1286,RS PT Arun,Komp.PT Arun Lhokseumawe,,Bireuen,"97.1402768192256,",5.188057057,1.227592,0.359225
1287,RS Yayasan Kasih Ibu,Jl. Merdeka No.17. Lhokseumawe,,Bireuen,"97.1463322784562,",5.179500042,1.335276,0.346482
1288,RS Rehabilitasi Medik,Jl. Monisa Peureulak Kabupaten Aceh Timur,,,97.86730203,4.854302262,0.016353,0.829319
1289,RSU Graha Bunda,"Jl. Medan - Banda Aceh Bukit Pala, Idi Rayeuk - Aceh Timur",,,97.7629769,4.957303037,0.578196,0.711942
1290,RS Cut Nyak Dhien Langsa,Jl. T.M. Bachrun No.1. Langsa,,Aceh Timur,97.95652419,4.479282945,2.706835,0.519771
1291,RS Malahayati,"Jl. Cut Nyak Dhien 4,Banda Aceh",,Banda Aceh,95.30838892,5.545173083,1.250231,0.380289
1292,RS Teuku Fakinah,"Jl. Jend.Sudirman 27-29,Banda Aceh",,Banda Aceh,"95.3042018285598,",5.531211638,1.230147,0.395213
1293,RS Permata Hati,"Jl. Sultan Iskandar Muda No.217,Banda Aceh",,Banda Aceh,95.29627355,5.547973399,1.074496,0.060784
1294,PMI Cabang Aceh Utara,Jl. Samudera Lhoseumawe 24312,,Aceh Utara,97.1489899,5.189203046,0.926078,0
1295,Rumkit Tk III Banda Aceh,Jl. Kesehatan Banda Aceh,3,Banda Aceh,"95.3417563776319,",5.8681101,0.719164,0.727721
1296,Rumkit Tk IV Lhokseumawe Aceh Utara,Jl. Samudra Lhokseumawe AUT,4,Bireuen,97.1489899,5.189203046,0.926078,0
1297,Rumkit Bhayangkara Banda Aceh,"Jl. Cut Nyak Dhien Lamtemen No.1,Banda Aceh",4,Banda Aceh,95.31727145,5.548321209,0.969055,0.418882
1298,RSU Datu Beru Takengon,Jl. Rumah Sakit Takengon,B,Aceh Tengah,96.8467119,4.613243259,0.902797,0.734456
1299,RSU Langsa,"Jl. Ahmad Yani No.1,Langsa",B,Aceh Timur,97.96995946,4.469241049,2.662278,0.408256
1300,RSU Dr. Zainoel Abidin,"Jl. Tgk Daud Beureueh,B Aceh",B,Banda Aceh,95.34107414,5.569965685,0.928886,0.337556
1301,RSUD Sigli,Jl. Prof.Majid Ibrahim Sigli,C,Pidie,95.95955145,5.363518225,0.328224,0.808896
1302,RSU Dr. H.Yulidin Away,"Jl. T.Ben Mahmud No.86 A, Meulaboh",C,Aceh Selatan,97.3664781,3.000346276,0.011938,0.983346
1303,RSU Cut Meutia Lhoksemawe,Jl. Banda Aceh-Medan Km.6 Buket Rata Lhokseumawe,C,Bireuen,96.69695299,5.209451824,1.721682,0
1304,RSU Dr. Fauziah Bireun,Jl. RSU No.13. Bireuen,C,Bireuen,96.69695299,5.209451824,1.721682,0
1305,RSUD Tamiang,"Jl. Kesehatan,Kab.Aceh Tamiang",C,Aceh Tamiang,98.00349636,4.208040287,0.048177,0.846631
1306,RSUD Aceh Singkil,Jl. Rimo/Singkil Km.8,C,Aceh Singkil,97.80590021,2.279363145,1.451105,0
1307,RSU Kutacane,Jl. Blang Kejeran Kutacane,C,Aceh Tenggara,97.58911209,3.767944849,0.018379,0.815732
1308,RS Pertamina Rantau,Jl. Cepu Rantau Kab. Aceh Timur,C,Aceh Timur,98.10607352,4.345523291,0.078288,0.773766
1309,RSU Cut Nyak Dhien,Jl. Gajah Mada Meulaboh,C,Aceh Barat,96.12469426,4.136605488,0.284797,0.856492
1310,RSU Kota Jantho,Jl. Transmigrasi I Kota Jantho,C,Aceh Besar,95.698208,5.170162685,0,0.946377
1311,RSUD Kab.Aceh Barat Daya,"Blang Pidie,Aceh Barat Daya",C,Aceh Barat Daya,"96.957676631087,3",8.79516E+13,0,0.802481
1312,RSUD Nagan Raya,"Jl. Nasional Km.28,5 Ujung Patihah",C,Nagan Raya,"96.4891811789067,",4.131441849,0.017303,0.976056
1313,RSU Meuraxa,Banda Aceh,C,Banda Aceh,95.31724916,5.518409559,0.953991,0.414619
1314,RSU Cut Meutia,"Jl. Garuda Kebun Baru,Langsa",D,Langsa,97.96333323,4.48000086,2.361519,0.382797
1315,RSUD Bener Meriah,Simpang Empat Kute Kering Kampung Kute Lintang Kec.Bukit Kab.Bener Meriah,D,Bener Meriah,96.74940094,4.69513465,0.014106,0.814229
1316,RSUD Idi Rayeuk,Kabupaten Aceh Timur,D,Aceh Timur,97.66274523,4.836742322,0,0.045773
1317,RS Bergerak Kab.Bener Meriah,,D,Bener Meriah,"96.8534540621648,",0.63466478,1.107337,0.802369
1318,RSU Sabang,Jl. Teuku Umar Sabang,D,Sabang,95.31742306,5.893304021,0.918932,0.851138
1319,RS Jiwa Bina Atma,Jl. Cokroaminoto 256 Km.5 Denpasar,,Denpasar,"115.201187852848,",8.630001488,4.771596,0.247528
1320,RS Jiwa Bangli,Jl. Kusuma Yudha No. 29 Bangli,A,Bangli,115.3519991,-8.454210347,0.784853,0.187601
1321,RS Jiwa Tampan,"Jl. H.R. Subrantas Km.12,5,Pekanbaru",A,Pekanbaru,101.3822999,0.464847908,2.418414,0.756901
1322,RS Jiwa Jambi,"Jl. Dr. Purwadi Km.9,5,Jambi",B,Jambi,103.5541497,-1.618595714,1.827723,0.809373
1323,RS Jiwa Abepura,Jl. Kesehatan II Abepura,C,Jayapura,140.6690002,-2.606117152,5.042575,0.811353
1324,"RSK Mental, Narkotik Dharma Graha",Jl. Raya Astek No.17 Lengkong Gudang Timur Serpong,,Tangerang,106.6869981,-6.293838314,4.342301,0.145976
1325,RSKD Ambon,Jl. Laksdya Leo Wattimena Ambon,B,Ambon,128.166421,-3.656070463,0.836905,0.980958
1326,RS Jiwa Bandar Lampung,"Jl. Raya Gd.Tataan,Bandar Lampung",B,Kota Bandar Lampung,105.2666674,-5.44999803,2.392743,0.493739
1327,RSJKO Soeprapto Bengkulu,Jl. Bhakti Husada Lingkar Barat Bengkulu,B,Kota Bengkulu,102.2562035,-3.800647896,0.439227,0.425094
1328,RSJ Dr. H. Marzoeki Mahdi,Jl. Dr. Semeru No.114 Bogor,A,Kota Bogor,106.7930802,-6.589423204,5.685734,0.703942
1329,RS Jiwa Bandung,Jl. LLRE Martadinata No.11 Bandung,A,Kota Bandung,107.5942468,-6.88394237,10.125685,0.721569
1330,RS Jiwa Cimahi,Jl. Kolonel Masturi Cimahi,B,Bandung,107.5639562,-6.810541107,1.206136,0.696208
1331,RS Jiwa Hurip Waluya,Jl. Karang Tineung No.1A Bandung,C,Kota Bandung,107.5942468,-6.88394237,10.125685,0.721569
1332,RS Jiwa Aditama,Jl. Raya Bunder Gresik,,Gresik,112.5828126,-7.175745943,0.625128,0.373551
1333,RS Jiwa Menur,Jl. Menur 120 Surabaya,A,Surabaya,112.7620016,-7.286750804,5.652164,0.078639
1334,RS Jiwa Dharmawangsa,"Jl. Dharmawangsa Raya 13,Jaksel",,Jakarta Selatan,106.8039604,-6.252297328,6.426317,0.233073
1335,RS Jiwa Islam Klender,Jl. Bunga Rampai X P.Klender Jaktim,,Jakarta Timur,106.9346878,-6.221716813,8.125407,0.355148
1336,RS Jiwa Dharma Jaya,Jl. Raya Mangga Besar Jakarta Pusat,,Jakarta Pusat,106.8300595,-6.148212992,8.061483,0.012269
1337,RS Jiwa Dharma Sakti,Jl. Kaji 40 Jakarta Pusat,,Jakarta Pusat,106.8159732,-6.16890768,0.775535,0.339689
1338,RSJ Dr Soeharto Heerjan Jakarta,Jl. Prof.Dr.Latumeten No. 1 Jakbar,A,Jakarta Barat,106.7880012,-6.162482115,8.346493,0.150951
1339,RS Jiwa Duren Sawit,Jl. Duren Sawit Baru Jakarta Timur,A,Jakarta Timur,106.9088696,-6.232133273,7.566168,0.331551
1340,RS Jiwa Mita Menteng Abadi,Jl. Kalipasir No.9 Jakarta Pusat,D,Jakarta Pusat,106.8387636,-6.187216749,8.231556,0.179738
1341,RS Jiwa Budi Asih,"Jl. Urip Sumoharjo 91,Magelang",,Kota Magelang,110.228541,-7.473547007,0.832438,0.699752
1342,RS Jiwa Dharma Kusuma,"Jl. A Yani No. 417,Magelang",,Kota Magelang,110.2223697,-7.458439572,2.384057,0.728521
1343,RS Jiwa Tathya Puri,"Jl. Kapt.Mulyadi 174,Surakarta",,Surakarta,110.8291374,-7.558631114,3.011302,0.466676
1344,RS Jiwa dan Syaraf Puri Waluyo Surakarta,"Jl. Slamet Riyadi,Surakarta",,Surakarta,110.8080012,-7.565730003,2.879228,0.268793
1345,RS Jiwa Puri Asih,Jl. Sompok No. 18 Semarang,,Kota Semarang,110.4369728,-7.004364853,4.090789,0.341884
1346,RS Jiwa dan Narkoba &quot; H.Mustajab&quot;,"Jl. Raya Bungkanel - Karanganyar,Purbalingga",-,Purbalingga,109.4229955,-7.308020716,0.681352,0.863953
1347,RSJ. Prof.Dr. Soerojo Magelang,"Jl. A Yani 169,Magelang",A,Kota Magelang,110.2258656,-7.441423643,0.933333,0.707357
1348,RS Jiwa Surakarta,"Jl. K.H. Dewantoro 80,Surakarta",A,Surakarta,110.8629998,-7.557150692,2.549041,0.264835
1349,RS Jiwa Dr. Amino Gondohutomo,"Jl. Brigjen Sudiarto,Semarang",A,Kota Semarang,110.4669157,-7.00988522,3.960923,0.230838
1350,RS Jiwa Dr.R.M.Soedjarwadi Klaten,"Jl. Ki Pandanaran Km.2,Klaten",B,Klaten,"110.590646809425,",-7.736995156,1.916797,0.288534
1351,RS Jiwa Puri Nirmala,Jl. Jayaningprangan No.13 Yogyakarta,,Yogyakarta,110.376824,-7.801045684,5.181653,0.465556
1352,RS Jiwa Ghrasia/Lalijiwa pakem,Jl. Kaliurang No. 17 Yogyakarta,A,Sleman,110.4187351,-7.688729846,1.687562,0.704749
1353,RS Jiwa Manado,Jl. Bethesda 77 Manado,A,Manado,124.8338093,1.463534934,2.485905,0
1354,RS Jiwa Bina Atma,"Jl. Hos Cokroaminoto No.122, Medan",,Medan,98.69160699,3.591676585,5.139896,0.388625
1355,RS Jiwa Medan,"Jl. Tali Air 21 Padang Bulan,Medan",A,Medan,98.67557207,3.585219806,4.472114,0.391668
1356,RS Jiwa Sungai Liat,"Jl. Jend Sudirman,Sungai Liat",B,Bangka,106.0812649,-1.904945806,0.039985,0.907454
1357,RS Jiwa Palu,Km 13 Mamboro Palu,B,Palu,119.8786734,-0.806473017,0.496816,0.480745
1358,RS Jiwa Pontianak,Jl. Ali Anyang No. 1 Pontianak,A,Kota Pontianak,109.327,-0.028408933,2.308292,0.854444
1359,RS Jiwa Singkawang,Jl. Raya Singkawang Singkawang,B,Sambas,108.984599,0.908796008,2.065384,0
1360,RS Jiwa Atmamahusada Mahakam/Samarinda,Jl.Kakap No.23 Samarinda,B,Samarinda,117.1538014,-0.502183961,4.491475,0.843988
1361,RS Jiwa Makassar,Jl. L Pasewang No. 34 Makassar,A,Makassar,119.4225296,-5.152299526,6.382523,0.495122
1362,RS Jiwa Palembang,"Jl. Kol.H. Barlian Km 6,Palembang",A,Palembang,104.7329844,-2.948535981,3.312421,0.807739
1363,RS Jiwa Kendari,Jl. Letjen Suprapto Kendari,B,Kota Kendari,122.5092175,-3.960479915,1.481543,0.727812
1364,RSJ Sambang Lihum,Jl. Purwosari Km 4 Tamban Kab Batola,A,Barito Kuala,113.9209978,-0.789274264,0,0.984445
1365,RS Jiwa Mataram,Jl. A Yani 1 Selagalas Mataram,B,Mataram,116.1457637,-8.576532407,2.423518,0.447162
1366,RS Jiwa Banda Aceh,"Jl. Syarief Thayeb,Banda Aceh",A,Banda Aceh,95.33888918,5.565354975,1.139769,0.386741
1367,RSB Kertayasa,Jl. Ngurah Rai 143 Negara,,Jembrana,114.6667958,-8.323344649,0.275828,0.149596
1368,RSB Harapan Bunda,Jl. Tukad Unda No. 1 Denpasar,,Denpasar,115.2321741,-8.673549068,4.418144,0.486957
1369,RS Bersalin Putra Dalima,"Bumi Serpong Damai Sektor 1-2 Blok K/5-UA/26-27,Tangerang",,Tangerang,106.6782628,-6.318590784,4.824779,0.001052
1370,RSIA Tiara,Jl. Raya serang KM 14.5 No.1,-,Tangerang,106.1401251,-6.136240305,1.235242,0.233347
1371,RSB Anugerah Medika,"Jl. Kapten Achmad Ibrahim No.21-23 Engal, Bandar Lampung",,Bandar Lampung,105.2603311,-5.417843453,4.479215,0.240586
1372,RSB Astanaanyar,Jl. Astanaanyar 224 Bandung,,Kota Bandung,107.6116998,-6.925960479,11.271125,0.833533
1373,RSB Klinik Bahagia,"Jl. Pasundan No.93, Sukabumi",,Sukabumi,106.9256671,-6.924283857,4.169762,0.855974
1374,RSB Juwita,"Jl. M. Hasibuan No.78, Bekasi Timur",,Bekasi,107.0019801,-6.25204316,6.057437,0.078336
1375,RSB Tunas Jaya Cibinong,Jl. Kelurahan Pabuaran No.24 Cibinong,,Bogor,106.8519269,-6.448190097,6.558654,0.503062
1376,RSB Al-Afiah,Jl. Siti Jenab 49 Cianjur,,Cianjur,107.1389637,-6.821581842,2.464495,0.689373
1377,RSB Pamela,Jl. Tentara Pelajar Tasikmalaya,,Tasikmalaya,108.2225832,-7.330980628,3.806729,0.909747
1378,RSB Dr. Djoko Pramono,"Jl. Panatayuda I No.35, Karawang",,Karawang,107.3056003,-6.306841052,2.526938,0.261768
1379,RSB Limijati,"Jl. LLRE Martadinata No.39,Bandung",,Kota Bandung,107.6138134,-6.906545553,9.438422,0.082276
1380,RSB Emma Poeradiredja,"Jl. Sumatera No.46 - 48,Bandung",,Kota Bandung,107.6138758,-6.912984495,10.996219,0.082276
1381,RSB Panti Abdi Dharma,"Jl. Pulasaren No.7,Cirebon",,Kota Cirebon,108.5668793,-6.723811592,7.589778,0.033654
1382,RSB & Peny.Dalam Larasati,Jl. Mandilaras No.74 Pamekasan,,Pamekasan,113.4818432,-7.155104764,1.256513,0.234037
1383,RSB Nirmala Kediri,Jl. Jaksa Agung Suprapto No.5 Kediri,,Kota Kediri,111.9992902,-7.779842658,1.217735,0.240951
1384,RSB Adi Guna,Jl. Alun-alun Rangkah 1-3 Surabaya,,Surabaya,112.7649981,-7.249481638,5.790585,0.081699
1385,RSB Pura Raharja,Jl. Puncang Adi No.12 Surabaya,,Surabaya,112.7519998,-7.282782205,5.836725,0.077541
1386,RSB Budhi Jaya,"Jl. Dr. Sahardjo 120,Jaksel",,Jakarta Selatan,106.8449841,-6.219010139,6.455264,0.026435
1387,RSB Panti Nugeraha,"Jl. Senayan 26 Kby.Baru,Jaksel",,Jakarta Selatan,106.8162229,-6.235615831,7.121054,0.156201
1388,RSB Asih,"Jl. Panglima Polim I/34,Jakarta Selatan",,Jakarta Selatan,106.7975214,-6.250139123,6.686843,0.233073
1389,RSB Kartini,"Jl. Ciledug Raya No.94-96 Cipulir, Keabayoran Lama",,Jakarta Selatan,106.7699686,-6.238389392,6.947369,0.474397
1390,RSB Durentiga,Jl. Duren Tiga Raya No.5 Pancoran Jaksel,,Jakarta Selatan,106.8410021,-6.25338089,5.644738,0.383756
1391,RSB Yy Pemelihara Kesehatan,Jl. Gereja Theresia No.22 Menteng Jakpus,,Jakarta Pusat,106.8266483,-6.189593449,7.517247,0.146845
1392,RSB Angkasa,Jl. Budikemuliaan 12 Jakpus,,Jakarta Pusat,106.8196564,-6.180162451,3.197381,0.169589
1393,RSIA Hermina Podomoro,Jl. Danau Agung 2 Sunter Jakarta Utara,,Jakarta Utara,106.8614917,-6.145608877,6.773783,0.116274
1394,RSB Harapan Ibu,"Jl. Raya Procot,Slawi",,Tegal,109.1291408,-6.871060027,3.840783,0.468943
1395,RSB Utama Aisyiyah &quot;Siti Hajar&quot;,Jl. Kartini No.41 Kab. Tegal,,Tegal,109.1400477,-6.870212798,3.672462,0.050618
1396,RSB Bunda Semarang,"Jl. Brigjen Katamso No.8,Semarang",,Kota Semarang,110.4334189,-6.995018577,3.782357,0.296468
1397,RSB Annisa,Jl. Gatot Subroto 31 A Cilacap,,Cilacap,109.0147158,-7.716848937,1.694761,0
1398,RSB Reksodiputro,"Jl. Reksodiputro No.57,Blora",,Blora,111.4253326,-6.971019695,0.967023,0.382677
1399,RSB Permata Hati,"Jl. Nisemito No.28,Kudus",,Kudus,110.8423229,-6.808106438,3.277384,0.240734
1400,RSB Dewi Sekartaji,"Jl. Raya Mranggen No.78,Demak",,Demak,"110.517727129898,",-7.026250121,2.160217,0.341792
1401,RSB Gladiool,"Jl. Kenanga No.6,Magelang",,Kota Magelang,110.2154848,-7.482130776,2.774942,0.731382
1402,RSB Anugerah,"Jl. Kalisari Baru No.5-7,Semarang",,Kota Semarang,110.4050011,-6.992450135,3.717423,0.450292
1403,RSB Gunung Sawo I,"Jl. Gunung Sawo No.21,Semarang",,Kota Semarang,110.4068427,-6.995361928,3.717423,0.450292
1404,RSB Kusuma,"Jl. Bugangan Raya 5,Semarang",,Kota Semarang,110.437227,-6.975086395,4.107022,0.368504
1405,RSB Permata Sari,"Jl. Gunung Pati No. 1,Semarang",,Kota Semarang,110.3118192,-7.086960782,2.029161,0.698902
1406,RSB Permata Bunda,"Jl. Hayam Wuruk No. 24,Grobogan",C,Grobogan,110.9207095,-7.030874209,0.602736,0.344465
1407,RSB Gunung Sawo II,Jl. Gatot Subroto Manding Temanggung,C,Temanggung,110.1555991,-7.309385201,1.246223,0.364237
1408,RSB Bhakti Ibu,Jl. Golo No.20 Yogyakarta,,Yogyakarta,110.3839809,-7.818280109,5.012456,0.366071
1409,RSB Sari,"Jl. Belakang Olo No.49,Padang",,Padang,100.3572953,-0.945788711,0.389626,0.873217
1410,RSB Bunda Padang,"Jl. Gajah Mada No.35,Padang",,Padang,100.3652191,-0.919390833,3.201077,0.831404
1411,RSB Lenggogeni,"Jl. Purus II No.1,Padang",,Padang,100.3535273,-0.939965125,3.750757,0
1412,RSB An-Nisa,"Jl. Pemuda No.18,Padang",c,Padang,100.3550301,-0.947014964,0.389626,0
1413,RS Dr Gerhard ML Tobing,Desa Buntu Bedimbar Tanjung Morawa Deli Serdang,3,Deli Serdang,"98.8804365462318,",3.458220149,0.065981,0.071111
1414,RSB Tinatapura,Jl. Raden Saleh 31 Palu,,Palu,119.8684531,-0.884293248,1.774343,0.651736
1415,RSB Harapan Anda,Jl. KH W Hasyim 256 Pontianak,,Kota Pontianak,109.3303087,-0.022522919,1.695888,0.832529
1416,RSB Sayang Ibu Balikpapan,"Jl. Wain No.33,Kebun Sayur,Balikpapan",B,Balikpapan,116.8311989,-1.265385861,1.750797,0.973895
1417,RSB Elim Makassar,Jl. S Saddang 70 Makassar,,Makassar,119.4221239,-5.146409053,6.728243,0.412903
1418,RSB Sentosa,Jl. Jend Sudirman 44 Makkassar,,Makassar,119.4148689,-5.14454069,6.329336,0.492659
1419,RSB Siti Hadijah,Jl. Kartini No. 15-17 Makassar,,Makassar,119.4243222,-5.155385224,6.382523,0.495122
1420,RSB Restu Makassar,Jl. H A Mappanyuki 27 Makassar,,Makassar,119.4148421,-5.150926123,6.302742,0.480666
1421,RSB Siti Miriam,Jl. Lamadukelleng Makassar,,Makassar,119.4109984,-5.143920875,0.265938,0.492659
1422,RSB Wahyu,"Jl. Laccukang No.10,Makassar",,Makassar,119.428157,-5.133027291,6.728243,0.404431
1423,RSB Masyita,"Jl. Camba Jawayya No.24 Tello Baru, Makasar",C,Makasar,119.8467105,-0.886701163,1.798001,0.525372
1424,RSB Bunda,"Jl. Demang Lebar Daun,Palembang",,Palembang,104.7429103,-2.976347394,5.221255,0.832755
1425,RSB Tiara Fatrin,"Jl. Rajawali No.495-496,Palembang",,Palembang,104.6996571,-2.927765488,1.165403,0.081717
1426,RSB Pura Raharja,Jl. Rantauan Tengah Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1427,RSB Renata,Jl. A Yani No. 149 Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1428,RSB Ibunda Siti,Jl. Kol Sugio No. 51 Banjarmasin,,Banjarmasin,114.5850828,-3.395971098,0.049953,0.082497
1429,RS Mata Permana Sari,"Jl. HOS Cokroaminoto,B Lampung",,Lampung,105.2623822,-5.417968308,4.479215,0.240586
1430,RS Medirossa Cikarang,"Jl. Industri Tegal Gede No.09, Cikarang Selatan Bekasi",,Bekasi,107.1450013,-6.29881913,3.266427,0.198804
1431,RS Mata Cicendo,Jl. Cicendo No.4 Bandung,A,Kota Bandung,107.6039989,-6.909898797,10.492226,0.833868
1432,RS Mata Aini,"Jl. HR Rasuna Said,Jaksel",,Jakarta Selatan,106.821721,-6.21319993,6.527086,0.375992
